buy	1
by	1
camp	7
can	1
card	2	8	9
chanc	1
clock	1
code	1	5	6
collect	3
come	1
command	3
conquer	3
control	1
cross	1
digit	1
dominatrix	5
done	1
doubl	6
down	1
download	1
dragon	6
each	1
easi	9
end	3
enter	5
everi	1
